pd_id,party_clf_pdid
pd-261690467575826-1,DEM
pd-261792742524-1,DEM
pd-262014011153122-2,DEM
pd-262187964204063-2,REP
pd-2623420664400086-2,REP
pd-262356657266704-1,DEM
pd-262423307130185-2,DEM
pd-262576127171001-1,DEM
pd-262577294462322-3,REP
pd-262610761306-1,REP
pd-262664484108352-2,REP
pd-262774994217218-1,REP
pd-263210730984251-2,REP
pd-263355901079787-1,REP
pd-263606131043674-1,REP
pd-263606131043674-2,DEM
pd-263628834024201-1,DEM
pd-263648823799738-3,DEM
pd-263847246996255-1,DEM
pd-263925727303787-1,REP
pd-264115353958802-1,DEM
pd-264267316919470-1,DEM
pd-264397446915075-1,REP
pd-26442402549-2,DEM
pd-264536180286628-2,REP
pd-264629007396871-4,DEM
pd-2646326642260384-4,REP
pd-264934716919814-5,DEM
pd-265010450209958-4,REP
pd-265043653699570-4,DEM
pd-265045056894488-1,REP
pd-265302400637965-1,REP
pd-265496880229980-1,DEM
pd-265912960114327-2,DEM
pd-266114353867-3,DEM
pd-266145623549392-8,REP
pd-26622195129-3,DEM
pd-266344180585578-2,REP
pd-266693513444983-2,DEM
pd-266811910161447-1,DEM
pd-266888050346874-2,REP
pd-2671141569780588-1,DEM
pd-267131250296083-1,DEM
pd-267131250296083-2,REP
pd-267458563867915-1,REP
pd-267733151307-1,DEM
pd-267757110537958-1,DEM
pd-267885190785083-2,REP
pd-26815555478-1,DEM
pd-268182956546735-1,REP
pd-268478100569166-1,REP
pd-268709413907753-2,REP
pd-268713027333418-1,REP
pd-268875959976434-3,DEM
pd-268977940216565-1,DEM
pd-269010516527498-1,REP
pd-269017103165637-1,REP
pd-269499756522301-4,DEM
pd-269595327095579-2,DEM
pd-269599943556723-2,DEM
pd-269719197271294-1,DEM
pd-269737513391874-3,DEM
pd-269814493652605-1,DEM
pd-270024747026011-1,DEM
pd-270089172628-1,DEM
pd-270101856433-3,DEM
pd-270116956948483-1,REP
pd-270116956948483-2,REP
pd-270602563565478-1,DEM
pd-270660206329129-2,REP
pd-270936616736501-2,DEM
pd-271029156666748-2,DEM
pd-271121199639002-3,DEM
pd-271153896328530-1,REP
pd-271402222944345-1,DEM
pd-271413232983651-2,REP
pd-271424728416-4,REP
pd-271487666283601-5,DEM
pd-271554186840383-1,DEM
pd-271557767043211-2,REP
pd-2715659128508655-2,DEM
pd-271680110244621-2,REP
pd-271852526656228-1,DEM
pd-271956682821104-2,DEM
pd-272083892815201-2,REP
pd-272184536196271-1,DEM
pd-272231489519307-2,DEM
pd-272374659018-3,DEM
pd-272385410314270-2,DEM
pd-272565456712768-3,DEM
pd-27298296864-2,DEM
pd-273023971533-3,REP
pd-273115838748-2,REP
pd-273168429458189-1,DEM
pd-273184802815820-1,DEM
pd-273223673607541-1,DEM
pd-273230868575-1,DEM
pd-273271399500160-3,DEM
pd-273363782680644-1,DEM
pd-273546779885377-1,DEM
pd-2738187516193923-3,REP
pd-273819486129998-3,DEM
pd-274000798088-6,REP
pd-274147329851-1,DEM
pd-274213525939184-1,DEM
pd-274588756247385-1,DEM
pd-274592205970662-1,DEM
pd-274630932613282-2,DEM
pd-274873312632310-2,DEM
pd-275058263386389-2,DEM
pd-275212969234689-1,DEM
pd-27550760394-4,DEM
pd-275623789656720-1,DEM
pd-275767899530015-1,REP
pd-275767899530015-2,REP
pd-275856292819365-1,DEM
pd-275862979643698-1,DEM
pd-2758753627475773-2,REP
pd-275902373084496-1,REP
pd-275902373084496-2,REP
pd-276076196388914-2,DEM
pd-276356429949779-2,DEM
pd-276466976142714-1,DEM
pd-276552284164-1,DEM
pd-276552284164-2,DEM
pd-276603092445187-1,DEM
pd-276608135774536-1,DEM
pd-276667259083469-1,DEM
pd-27670195475-2,DEM
pd-27670195475-6,DEM
pd-276843526491842-1,DEM
pd-276967979123378-3,DEM
pd-277179886217541-1,DEM
pd-277414242013-1,DEM
pd-277525336201029-2,DEM
pd-277525336201029-3,REP
pd-277550205502-2,DEM
pd-277811819290371-1,DEM
pd-277837236284694-1,REP
pd-278105649059338-1,REP
pd-278478315828826-3,DEM
pd-278478315828826-4,REP
pd-278487153675-1,REP
pd-278487153675-2,REP
pd-278487153675-4,REP
pd-278490715553293-5,REP
pd-278524542568485-2,DEM
pd-278570683041057-2,DEM
pd-278703415666824-2,DEM
pd-278703415666824-5,DEM
pd-278711779743015-2,OTHER
pd-278872352823359-3,DEM
pd-278946238864051-1,REP
pd-278960939543586-1,DEM
pd-278960939543586-3,REP
pd-278964236348305-1,DEM
pd-279085498856-4,DEM
pd-279201999287923-1,REP
pd-27921718997-5,DEM
pd-27927698033-1,DEM
pd-279410649307065-2,DEM
pd-279483032583224-1,REP
pd-279602905840365-1,DEM
pd-279626902082088-1,DEM
pd-279626902082088-2,REP
pd-279656132984-1,DEM
pd-279813765513458-1,DEM
pd-279823766252421-3,DEM
pd-279873455693770-1,DEM
pd-279873455693770-2,DEM
pd-280117065340803-2,REP
pd-280267791996700-1,REP
pd-280273942699165-2,DEM
pd-280444555331186-2,REP
pd-280525378650885-4,REP
pd-280540675818039-3,DEM
pd-280632008752608-1,DEM
pd-280704452367167-3,DEM
pd-280965405706900-1,DEM
pd-280965405706900-2,DEM
pd-280965405706900-4,DEM
pd-281086199436395-2,DEM
pd-281105455314-1,DEM
pd-281373208545557-2,REP
pd-28144169620-1,DEM
pd-281526691991292-1,DEM
pd-281552298251-2,REP
pd-281564034037-4,DEM
pd-281760536083307-3,DEM
pd-281835005264380-4,DEM
pd-281835589267582-2,REP
pd-281884085611820-3,DEM
pd-281935001914075-2,DEM
pd-281976935229241-1,DEM
pd-282272406201-5,DEM
pd-282488058533444-1,DEM
pd-282488058533444-2,DEM
pd-282556365151440-3,DEM
pd-282936395666977-2,DEM
pd-282936395666977-3,DEM
pd-283006427632-5,REP
pd-283122158516185-1,DEM
pd-283181799169665-1,REP
pd-283454432145669-1,DEM
pd-283899558705278-2,REP
pd-283985748290012-1,REP
pd-283991491613213-2,REP
pd-284019295313159-2,REP
pd-284144088784406-1,DEM
pd-284386232491507-1,DEM
pd-284624954962951-4,REP
pd-284836172019871-1,REP
pd-284845204963366-1,DEM
pd-284852861535887-2,DEM
pd-284946111858895-3,DEM
pd-28510612138-1,DEM
pd-285185715020657-2,DEM
pd-285303918285428-1,DEM
pd-285381561616345-5,DEM
pd-285535895207935-2,DEM
pd-285687352099619-1,REP
pd-285823032086448-2,DEM
pd-286008938920684-2,REP
pd-286051644800463-1,DEM
pd-286172688396138-2,REP
pd-286178985386108-1,DEM
pd-286224862049910-2,DEM
pd-286224862049910-3,DEM
pd-286224862049910-4,DEM
pd-286227351907810-2,REP
pd-286293101420262-4,DEM
pd-286452171426280-1,REP
pd-286773611800113-1,DEM
pd-286781440146-3,REP
pd-287477271319818-1,DEM
pd-287789785155313-4,REP
pd-287847391281771-2,REP
pd-287940097975718-2,DEM
pd-288035911228085-1,REP
pd-288100771791656-1,REP
pd-288149734560000-1,REP
pd-288172954564898-1,DEM
pd-288226384540377-3,DEM
pd-288226384540377-4,DEM
pd-288521987939770-1,DEM
pd-288553047914532-3,REP
pd-288794774621822-3,DEM
pd-288817061150215-1,REP
pd-288881517835621-3,DEM
pd-288904941217544-2,REP
pd-288957361213977-4,DEM
pd-288981227876708-2,REP
pd-289213691238937-4,REP
pd-289443728095571-1,DEM
pd-289544064711784-4,DEM
pd-289634374392752-1,DEM
pd-289696701408266-1,DEM
pd-289888635100533-1,DEM
pd-2901343536757757-3,REP
pd-290264589558-1,DEM
pd-29051608172-4,REP
pd-290548664672-2,REP
pd-290616431322642-1,DEM
pd-290616431322642-2,DEM
pd-290702555146894-2,DEM
pd-290890229602-4,DEM
pd-290929121027189-1,DEM
pd-290975101344554-2,DEM
pd-291016237578099-1,DEM
pd-291102898490822-2,REP
pd-291102898490822-3,REP
pd-291229754967575-1,REP
pd-291318298488215-1,REP
pd-291442750918607-2,REP
pd-291606204993739-1,DEM
pd-291667837558677-3,REP
pd-292084534327389-2,REP
pd-292084534327389-3,DEM
pd-292294741435037-1,DEM
pd-292351509697-4,DEM
pd-292504177570405-3,DEM
pd-293143131363715-1,DEM
pd-293177257476214-1,DEM
pd-293225127381200-3,REP
pd-293511771033062-1,DEM
pd-293521930164-1,DEM
pd-293521930164-3,DEM
pd-293587294678559-2,REP
pd-293587294678559-3,REP
pd-294012138130-1,DEM
pd-294168357612966-1,DEM
pd-294168357612966-2,DEM
pd-294196590710262-1,DEM
pd-29423827874-1,REP
pd-29423827874-2,REP
pd-294392981209934-1,DEM
pd-294508332028-2,DEM
pd-294879797332635-4,DEM
pd-295354553681-1,DEM
pd-295644160460352-1,REP
pd-296093157932840-1,DEM
pd-296106753794181-2,DEM
pd-296207827414521-5,REP
pd-296231886728-1,REP
pd-296259130531369-1,REP
pd-296295018082-1,DEM
pd-2964517790230637-1,REP
pd-296680801734-2,DEM
pd-296910840428063-1,DEM
pd-296914550322200-2,DEM
pd-296977267870897-1,REP
pd-297212493762762-2,REP
pd-29727753421-4,DEM
pd-297281494147774-3,REP
pd-297314150285715-1,DEM
pd-29770886815-3,DEM
pd-297987334762-1,DEM
pd-297989840794-2,DEM
pd-298031783958-1,DEM
pd-298073790241297-3,DEM
pd-298259727374367-3,DEM
pd-298271003840760-4,DEM
pd-298271003840760-5,DEM
pd-298699270497021-1,REP
pd-29883711738-2,REP
pd-29883711738-3,REP
pd-299032027564217-1,REP
pd-29921386086-2,DEM
pd-299257353606787-1,DEM
pd-299382588493-1,DEM
pd-299457746855527-1,DEM
pd-299511650083944-1,DEM
pd-299588323424419-1,DEM
pd-299789637536763-2,REP
pd-299816736768175-3,DEM
pd-300125763392341-1,DEM
pd-300125763392341-3,REP
pd-300137854155140-2,DEM
pd-300229030767900-2,DEM
pd-300316453411045-2,DEM
pd-300366206765262-1,DEM
pd-300476911222-1,DEM
pd-300476911222-5,DEM
pd-300551229961201-1,DEM
pd-30079936984-5,DEM
pd-300827551714-1,DEM
pd-300879470268608-3,DEM
pd-300879470268608-4,DEM
pd-300879470268608-5,DEM
pd-301011143645-3,DEM
pd-301228420816284-2,DEM
pd-30139072158-1,DEM
pd-30139072158-2,DEM
pd-301479879918312-3,DEM
pd-301525677374408-1,REP
pd-301611793236532-1,REP
pd-302111635698-1,REP
pd-302292343996817-2,REP
pd-302753843879622-1,REP
pd-302802586977988-2,REP
pd-302926540190889-1,DEM
pd-303061950155375-6,REP
pd-303124440065201-4,DEM
pd-303167829786891-3,DEM
pd-303266323031573-3,DEM
pd-303374266418976-4,DEM
pd-303533992998673-1,DEM
pd-303817256420208-4,REP
pd-303820210282111-4,REP
pd-303943826419440-2,DEM
pd-304049377193669-2,DEM
pd-304058913005378-1,DEM
pd-304062610300415-2,REP
pd-304087737090173-1,DEM
pd-304102678412-1,DEM
pd-304135413646974-1,DEM
pd-304161549730739-1,DEM
pd-304281205207-1,DEM
pd-304281205207-2,DEM
pd-304328180178745-4,DEM
pd-304435663079126-2,DEM
pd-304435663079126-3,DEM
pd-304601243369663-4,DEM
pd-304750332920654-1,REP
pd-304772429611728-1,REP
pd-304796322926038-1,REP
pd-304806210084007-5,DEM
pd-30500779658-1,DEM
pd-30500779658-2,DEM
pd-305085265725-1,DEM
pd-305085265725-2,DEM
pd-305380096638473-8,DEM
pd-305483639616414-2,DEM
pd-305643856459460-1,REP
pd-305771790080461-2,REP
pd-305859026094125-2,REP
pd-306122936523275-2,DEM
pd-306224406752164-2,REP
pd-306322257837757-1,DEM
pd-306399343348745-1,DEM
pd-306591716448427-2,DEM
pd-30671144824-4,DEM
pd-306744886091819-1,REP
pd-306886360077369-2,REP
pd-306960616436336-4,DEM
pd-30708742052-1,REP
pd-307123543055490-1,DEM
pd-307225073311137-2,DEM
pd-307375481705-6,DEM
pd-307851324523-2,DEM
pd-307943569254319-1,DEM
pd-308151555917780-1,DEM
pd-308159713150350-2,DEM
pd-308212259827797-2,REP
pd-308353252483-1,REP
pd-308506536540046-1,DEM
pd-308596522902761-2,REP
pd-308627962483898-2,DEM
pd-308666759175660-2,DEM
pd-309018779868928-2,DEM
pd-309308412520731-1,DEM
pd-309409639260904-2,REP
pd-309501559175104-1,REP
pd-309660569121570-2,REP
pd-309660569121570-4,DEM
pd-309798029121030-10,DEM
pd-309798029121030-6,DEM
pd-309798029121030-9,DEM
pd-309993142375589-3,DEM
pd-310003665764536-4,REP
pd-310003665764536-5,REP
pd-31031331636-1,DEM
pd-310530312396144-6,REP
pd-310688279718345-1,DEM
pd-310797295847-1,DEM
pd-310875636463673-3,REP
pd-310938062797600-2,DEM
pd-31105432855-6,DEM
pd-31105432855-7,DEM
pd-311107805963194-1,REP
pd-311134189218940-2,DEM
pd-311134189218940-5,DEM
pd-31116589096-2,DEM
pd-311255476477691-2,DEM
pd-311536622860495-1,REP
pd-311710576002602-3,DEM
pd-311953269253246-1,DEM
pd-312030932618213-1,DEM
pd-312045176331864-1,DEM
pd-312087222175938-1,DEM
pd-312118886873-1,DEM
pd-312168682119-3,DEM
pd-312191472264635-2,DEM
pd-312208869424760-1,DEM
pd-312208869424760-2,DEM
pd-312450287682-2,REP
pd-312637845576285-2,DEM
pd-312652025484896-1,DEM
pd-312753825357-1,DEM
pd-312816622063362-1,REP
pd-31283963428-2,REP
pd-313003132420538-1,REP
pd-313064692416721-1,REP
pd-31313451712-3,REP
pd-313221862189217-1,REP
pd-313703465330391-1,REP
pd-314152901935216-3,DEM
pd-314174248676630-2,REP
pd-314174248676630-5,REP
pd-314367743660-2,DEM
pd-314394732089532-4,DEM
pd-314499212242-2,DEM
pd-314499212242-3,DEM
pd-314778761903757-1,DEM
pd-314786585242392-1,DEM
pd-315011462434889-2,REP
pd-315303272690020-2,REP
pd-315324541967534-4,REP
pd-315467021926595-1,DEM
pd-315617771850973-1,REP
pd-31564737267-1,REP
pd-315798208620912-2,REP
pd-31594775730-1,DEM
pd-316314175449883-1,REP
pd-316498251698370-4,DEM
pd-317136477798-1,DEM
pd-317198638317313-1,DEM
pd-317274428322477-1,DEM
pd-317275372227599-2,DEM
pd-317305415376286-1,DEM
pd-317510461992641-4,DEM
pd-317667194946264-3,DEM
pd-317715676043-2,DEM
pd-317715676043-3,DEM
pd-317889865391031-1,DEM
pd-318020432108506-1,DEM
pd-318175425478136-2,REP
pd-318485024912044-1,DEM
pd-318741371483819-2,REP
pd-318772742238-1,REP
pd-318799482319181-2,DEM
pd-318886775111326-2,DEM
pd-318997202102611-1,DEM
pd-318997202102611-2,DEM
pd-319085508164191-2,DEM
pd-319085508164191-4,DEM
pd-319216208986434-1,DEM
pd-319325692102066-1,DEM
pd-319531048745552-1,DEM
pd-319758884734275-1,REP
pd-319758884734275-2,REP
pd-319955174704482-4,REP
pd-319982881752525-2,DEM
pd-320212738007939-1,DEM
pd-320245711443951-1,REP
pd-320870851717942-1,DEM
pd-321010251265264-1,REP
pd-321146278237506-3,DEM
pd-321275377976909-1,DEM
pd-321384448233769-2,DEM
pd-321492557896-3,DEM
pd-321542241212912-1,DEM
pd-321735951618882-3,DEM
pd-322044193958-1,REP
pd-322050094509233-3,DEM
pd-322058728463613-1,REP
pd-322194751726887-1,REP
pd-322222884530329-1,DEM
pd-322269714200-1,DEM
pd-322383274535068-2,REP
pd-322551718276442-1,REP
pd-322551718276442-2,REP
pd-322595154435695-2,DEM
pd-322595154435695-3,DEM
pd-322728757761954-2,DEM
pd-322732908805-2,DEM
pd-322870825821-2,REP
pd-322942117762142-4,DEM
pd-323057528048557-1,DEM
pd-323093251713475-2,REP
pd-323148194394336-1,DEM
pd-323512684756770-3,DEM
pd-323534524852061-1,DEM
pd-323591707707048-5,REP
pd-323658081116636-2,REP
pd-323690617743177-2,REP
pd-324295524299253-1,DEM
pd-324302597582993-2,DEM
pd-324485880949548-1,REP
pd-324558475104607-2,DEM
pd-324558475104607-4,DEM
pd-324569504564505-1,DEM
pd-324691474329106-4,REP
pd-324785111015146-2,REP
pd-325163984681739-2,REP
pd-325335308012813-2,DEM
pd-325578590837480-1,DEM
pd-325724431400094-1,REP
pd-325778468178035-2,REP
pd-326318024939137-1,DEM
pd-326430944546586-4,DEM
pd-326552667682488-1,REP
pd-326577466997-1,REP
pd-326577614770661-2,DEM
pd-326577614770661-3,REP
pd-326672837670090-1,REP
pd-326741474054379-2,DEM
pd-326761228237615-2,REP
pd-326867324876177-1,DEM
pd-326980967735245-3,DEM
pd-327120867486483-2,REP
pd-327180824858-2,DEM
pd-327202261326682-1,REP
pd-327702733934995-1,DEM
pd-327788144032613-1,DEM
pd-327877108047274-3,DEM
pd-327896064283688-4,REP
pd-32802137652-6,DEM
pd-328028117211662-2,DEM
pd-328072970642479-4,DEM
pd-328853823844484-1,DEM
pd-329037173861305-2,REP
pd-329265440811860-4,REP
pd-329384734362985-2,DEM
pd-329574530889979-1,DEM
pd-329630407537124-1,REP
pd-329671681024934-1,DEM
pd-329748174252624-1,DEM
pd-32975139631-2,REP
pd-32975139631-4,DEM
pd-329981931120493-1,DEM
pd-330074187686971-1,DEM
pd-330274864578417-2,REP
pd-330280744268309-1,DEM
pd-330280744268309-2,REP
pd-330325523336-1,DEM
pd-330382237856523-2,REP
pd-330513497028068-1,DEM
pd-330641537286442-3,REP
pd-330648134122956-2,DEM
pd-330902830938700-1,DEM
pd-330939216944508-1,DEM
pd-330948530303134-2,REP
pd-331030120811161-2,REP
pd-331037760381749-1,DEM
pd-331069170753868-1,DEM
pd-331169547059436-1,DEM
pd-331169547059436-5,DEM
pd-331297361006720-1,REP
pd-331473110788475-1,DEM
pd-331548540363366-2,DEM
pd-331548540363366-3,DEM
pd-331707031806-2,REP
pd-331727890218071-2,DEM
pd-331793743891731-3,DEM
pd-331929017356-1,REP
pd-331962060734197-2,DEM
pd-332004674029325-1,REP
pd-332051919606-4,DEM
pd-332129480594979-2,DEM
pd-332448760180132-1,DEM
pd-332463587700528-1,DEM
pd-332519524285876-1,REP
pd-332564133758765-1,DEM
pd-332716170522025-5,REP
pd-332803374044043-2,DEM
pd-332843176870186-2,DEM
pd-332905134021585-1,REP
pd-333081284065216-2,DEM
pd-333202116772916-1,DEM
pd-333953800131298-2,REP
pd-334302827341248-1,REP
pd-334398306653756-2,DEM
pd-334692677191149-2,DEM
pd-334708549970099-1,DEM
pd-334748476594191-1,REP
pd-334895223613044-1,DEM
pd-334925200513155-1,REP
pd-335086631315-2,DEM
pd-335094903315524-1,REP
pd-335191034092526-3,DEM
pd-335265877069930-1,REP
pd-335347887171557-2,DEM
pd-335347887171557-3,REP
pd-335543023617703-2,DEM
pd-335713721951-1,REP
pd-336127160102800-2,DEM
pd-336139003097868-1,REP
pd-336160176811465-4,DEM
pd-336354959779612-1,DEM
pd-336560703381923-2,REP
pd-336561200328296-2,DEM
pd-336691001472-3,REP
pd-336750795186-2,REP
pd-336765184920-1,REP
pd-336848256815114-2,DEM
pd-336953649823284-3,DEM
pd-336953649823284-4,DEM
pd-337017506309686-3,DEM
pd-337019960569254-2,OTHER
pd-33705622836-1,DEM
pd-337219179504-1,DEM
pd-337490192991981-3,REP
pd-337680120026413-5,DEM
pd-337744583030802-4,DEM
pd-338028696036-1,DEM
pd-338218229911752-2,DEM
pd-338361856190688-4,REP
pd-338671980173674-1,REP
pd-338702773584301-2,DEM
pd-338702773584301-3,DEM
pd-338734582833491-3,DEM
pd-338776239487764-1,DEM
pd-338802076240698-1,DEM
pd-338902530369032-1,DEM
pd-339261946960273-1,DEM
pd-339381156136315-2,DEM
pd-339381156136315-4,DEM
pd-339406392862392-1,REP
pd-339406392862392-2,DEM
pd-339676482788264-4,DEM
pd-340105854416-4,DEM
pd-340181270093-1,DEM
pd-340243163128891-1,DEM
pd-340393855322-2,REP
pd-340448919310923-2,DEM
pd-340645001925-5,DEM
pd-340655010136589-1,DEM
pd-340790522794855-1,REP
pd-340823876032476-1,DEM
pd-340878903016433-1,DEM
pd-340931055977837-1,DEM
pd-341023541355-1,REP
pd-341068272634745-2,REP
pd-341163402640457-3,DEM
pd-341281809819012-1,DEM
pd-341319305971614-1,DEM
pd-341474199170-4,DEM
pd-342294162453301-2,DEM
pd-342538566391165-2,REP
pd-342623962970-1,DEM
pd-342665819144962-2,DEM
pd-342771313106-1,DEM
pd-342795635812135-3,DEM
pd-342837149109288-1,DEM
pd-342887442508723-1,REP
pd-342912699555462-1,DEM
pd-343023116578-1,DEM
pd-343168727800-1,REP
pd-343344979061026-1,DEM
pd-343629135695512-1,DEM
pd-34362997676-2,DEM
pd-34362997676-3,DEM
pd-344346245749372-1,DEM
pd-344690446467832-6,DEM
pd-344708079424130-1,REP
pd-344807286197610-1,REP
pd-345378512258813-2,REP
pd-345630469286957-2,DEM
pd-345653475580468-4,REP
pd-346161172524765-2,DEM
pd-346165790440-1,DEM
pd-346165790440-2,DEM
pd-346449592531765-1,DEM
pd-346767748670299-2,DEM
pd-346769655392816-1,REP
pd-346814612024906-1,REP
pd-346937065399354-4,DEM
pd-346937065399354-5,DEM
pd-347158982357356-1,REP
pd-347236475130-2,DEM
pd-347347118971023-4,REP
pd-347741015388953-4,DEM
pd-347844152343949-1,DEM
pd-348148881924371-1,DEM
pd-348281595326471-1,DEM
pd-348760966445-1,REP
pd-348856535576675-2,DEM
pd-348863645795319-2,DEM
pd-348878658851448-2,DEM
pd-349203558988030-2,DEM
pd-349355948501471-1,REP
pd-349414121803186-1,DEM
pd-349448285717268-1,DEM
pd-349448285717268-2,DEM
pd-349524708429297-1,DEM
pd-349623985873678-1,DEM
pd-349702751902673-2,DEM
pd-349722662249360-2,DEM
pd-349921132592053-1,DEM
pd-349952839118569-1,DEM
pd-350184645059466-2,REP
pd-350214962152736-3,DEM
pd-350293028423754-1,REP
pd-350461102401665-2,REP
pd-350523542184-1,DEM
pd-350552735003893-1,DEM
pd-350552735003893-3,DEM
pd-350605302834-5,REP
pd-350692761610088-4,DEM
pd-350760398417862-6,DEM
pd-350784278974539-2,REP
pd-351193978049-1,DEM
pd-351271168231778-3,REP
pd-351450241620398-1,DEM
pd-351480438907852-4,DEM
pd-351782505388518-2,REP
pd-351945262159438-1,DEM
pd-352056491821937-1,REP
pd-352417305173563-3,DEM
pd-352528380163-1,DEM
pd-352879861301-2,DEM
pd-352884676440-2,DEM
pd-353407308180025-2,REP
pd-353719958643737-1,DEM
pd-353828817890-1,DEM
pd-353979181297114-1,REP
pd-354035551988136-1,DEM
pd-354040280002-1,DEM
pd-354202451285428-1,DEM
pd-354211448620959-2,DEM
pd-354253951601784-4,DEM
pd-354320001303096-2,DEM
pd-354329797956187-3,REP
pd-354369924642184-3,DEM
pd-354377577952993-3,DEM
pd-354377577952993-5,DEM
pd-354406022090940-1,DEM
pd-354443398395115-1,DEM
pd-354521957919114-2,DEM
pd-354586505391697-2,REP
pd-354586505391697-4,REP
pd-354851377936744-1,DEM
pd-354932251618913-4,DEM
pd-355223168416491-2,DEM
pd-355294377918872-5,REP
pd-355316521236121-2,REP
pd-355316521236121-3,REP
pd-355316521236121-4,REP
pd-355717441474972-2,REP
pd-355728494908196-2,DEM
pd-355763811218064-4,DEM
pd-355763811218064-5,DEM
pd-355928381143213-1,REP
pd-355928381143213-2,DEM
pd-356250984805597-2,DEM
pd-356306325008118-1,DEM
pd-356399141039150-2,DEM
pd-356465977792138-1,DEM
pd-356482637745012-1,DEM
pd-356482637745012-2,REP
pd-356491325065256-2,DEM
pd-356550801864375-2,REP
pd-356799531176525-2,DEM
pd-356880718518730-1,REP
pd-357009234799998-1,REP
pd-35715544220-4,DEM
pd-357241281084373-3,REP
pd-357275101142388-2,DEM
pd-357275101142388-4,DEM
pd-357292271076629-1,OTHER
pd-357292271076629-3,OTHER
pd-357484764271265-1,REP
pd-357540141080304-2,DEM
pd-357750373755-1,DEM
pd-358321582738-5,DEM
pd-358345794906955-1,DEM
pd-358626908250581-5,DEM
pd-358665897497015-1,DEM
pd-358930818155832-2,DEM
pd-358930818155832-3,DEM
pd-359099027456658-2,DEM
pd-359153387814647-3,DEM
pd-359172414231847-1,DEM
pd-359176490437-2,DEM
pd-359176490437-4,DEM
pd-359263037511860-2,DEM
pd-359392724077472-1,REP
pd-359392724077472-2,REP
pd-359651584655941-2,DEM
pd-359736347889333-2,DEM
pd-359772634534033-1,DEM
pd-359772634534033-2,DEM
pd-360303722260-4,DEM
pd-360331417751529-1,DEM
pd-360410627944-2,DEM
pd-360424321432255-1,DEM
pd-360424321432255-2,DEM
pd-360586287406916-1,DEM
pd-360690844706875-1,DEM
pd-360697617360493-2,DEM
pd-360738334410265-3,REP
pd-36091862898-1,DEM
pd-361249727289079-1,DEM
pd-361379030380-4,REP
pd-361434715997-1,DEM
pd-361610067543035-3,DEM
pd-361650597855484-3,REP
pd-361650597855484-4,DEM
pd-361707730528114-1,DEM
pd-361748275717-1,DEM
pd-361960287311696-4,DEM
pd-362070734130110-4,REP
pd-362232354250108-2,DEM
pd-362470234180332-3,DEM
pd-362470234180332-5,DEM
pd-362717827142514-1,DEM
pd-362835977563117-2,DEM
pd-362926986863-4,DEM
pd-362989027095387-1,DEM
pd-363509230429116-2,REP
pd-363645877361625-2,DEM
pd-364016010633899-2,DEM
pd-364141580333134-1,REP
pd-364441477084231-1,REP
pd-36463574876-2,REP
pd-36474716066-4,DEM
pd-36474716066-6,DEM
pd-364773250335035-3,DEM
pd-364809870351284-3,DEM
pd-364809870351284-4,DEM
pd-364959717068-1,REP
pd-364978120654183-1,DEM
pd-365023444350632-1,DEM
pd-365140680622298-1,REP
pd-365542540667577-2,DEM
pd-366125653844590-1,DEM
pd-36634376117-2,DEM
pd-366382216836197-1,REP
pd-366440143849550-2,DEM
pd-366487147119662-1,DEM
pd-366531373806882-4,DEM
pd-366869404022017-1,REP
pd-366871570026703-1,REP
pd-366904186664253-4,DEM
pd-367004277189-1,DEM
pd-367004277189-2,DEM
pd-367284016803541-1,DEM
pd-367292494407-2,DEM
pd-367292494407-3,DEM
pd-367406450322709-2,DEM
pd-367410166651077-2,DEM
pd-367851896743849-1,REP
pd-367870550034-1,DEM
pd-368078343239284-1,DEM
pd-36872302227-2,DEM
pd-368951076915971-1,DEM
pd-369214063089791-2,REP
pd-369324540217993-3,DEM
pd-369761453099153-1,DEM
pd-369975909749601-2,DEM
pd-36999871079-2,REP
pd-370022093857577-2,DEM
pd-370099376346078-3,REP
pd-370185306396534-1,REP
pd-370269623625229-2,DEM
pd-370549906309170-3,DEM
pd-370582670309677-1,DEM
pd-371380326923893-2,DEM
pd-371585966299228-3,DEM
pd-371804150318337-3,DEM
pd-371889246638389-3,REP
pd-372082579523719-3,DEM
pd-372407112924576-1,REP
pd-372448996803253-2,DEM
pd-372582936263459-2,DEM
pd-372602152772397-3,REP
pd-372748186440079-3,DEM
pd-372799605421-1,DEM
pd-373814729643508-4,DEM
pd-373971400069627-2,DEM
pd-373981446795978-1,DEM
pd-374091639315338-1,DEM
pd-374108446391390-4,REP
pd-374164346083207-1,REP
pd-374239806353908-2,DEM
pd-374520129877-1,DEM
pd-374520129877-4,DEM
pd-374520129877-6,DEM
pd-374520129877-7,DEM
pd-374741782628091-1,DEM
pd-375048779590328-3,DEM
pd-375301089246439-2,DEM
pd-375670374825-1,REP
pd-375965029138956-1,DEM
pd-376044452473138-1,DEM
pd-376213534886-1,DEM
pd-376215709847477-1,DEM
pd-376215709847477-2,DEM
pd-376250065793807-1,REP
pd-37630324302-1,DEM
pd-376421181998-3,DEM
pd-376574416013546-1,DEM
pd-376637942808778-1,DEM
pd-376776419037747-1,REP
pd-376776419037747-2,REP
pd-376839056456075-1,DEM
pd-376839056456075-2,DEM
pd-376868783115532-2,DEM
pd-37704703886-1,DEM
pd-377247662301741-1,DEM
pd-377332665633047-2,DEM
pd-377359412892029-1,DEM
pd-377559025937565-1,DEM
